972, 1416, 1047, 1418, 1046, 1437, 971, 1434
1325, 612, 1423, 614, 1422, 637, 1325, 635
152, 410, 229, 411, 228, 432, 152, 431
1281, 664, 1360, 661, 1361, 684, 1281, 687
1079, 852, 1172, 849, 1172, 872, 1080, 875
319, 136, 404, 132, 405, 157, 320, 161
996, 851, 1072, 853, 1071, 874, 995, 872
1037, 640, 1135, 636, 1136, 658, 1038, 662
159, 1457, 249, 1464, 248, 1484, 157, 1477
909, 664, 987, 661, 988, 685, 910, 688
338, 112, 433, 107, 435, 133, 339, 138
798, 1417, 878, 1410, 879, 1432, 799, 1438
790, 2032, 866, 2028, 867, 2048, 791, 2051
1143, 1475, 1214, 1469, 1216, 1493, 1144, 1499
142, 431, 216, 433, 215, 459, 141, 457
62, 435, 122, 432, 123, 455, 64, 458
1114, 665, 1192, 662, 1194, 685, 1115, 689
916, 114, 997, 112, 998, 132, 917, 135
969, 641, 1061, 632, 1064, 656, 971, 665
840, 933, 919, 932, 919, 957, 840, 958
118, 1236, 180, 1237, 179, 1257, 117, 1256
1234, 852, 1319, 850, 1320, 873, 1235, 875
159, 208, 247, 208, 246, 231, 159, 230
1030, 132, 1117, 133, 1116, 155, 1029, 153
248, 1437, 327, 1431, 329, 1452, 250, 1458
69, 203, 152, 205, 151, 232, 68, 230
463, 138, 544, 140, 544, 162, 463, 160
978, 1444, 1054, 1439, 1055, 1461, 980, 1466
159, 311, 237, 309, 238, 332, 160, 334
1225, 638, 1321, 636, 1322, 660, 1225, 662
265, 1411, 326, 1410, 326, 1431, 265, 1432
319, 1162, 388, 1166, 387, 1187, 318, 1183
198, 1412, 275, 1407, 276, 1428, 200, 1433
95, 1213, 157, 1208, 159, 1230, 96, 1235
875, 1009, 938, 1006, 939, 1029, 876, 1032
1028, 778, 1096, 773, 1098, 794, 1030, 799
1160, 615, 1235, 612, 1235, 632, 1161, 634
98, 1159, 166, 1162, 165, 1183, 97, 1180
151, 1188, 228, 1186, 229, 1208, 151, 1210
330, 1239, 394, 1236, 395, 1258, 330, 1260
388, 83, 500, 78, 501, 107, 390, 112
57, 262, 122, 255, 124, 275, 59, 283
237, 1184, 319, 1186, 319, 1211, 237, 1209
1310, 1525, 1377, 1526, 1377, 1550, 1310, 1549
1099, 2032, 1178, 2028, 1179, 2051, 1101, 2055
894, 1467, 973, 1464, 973, 1485, 895, 1488
646, 166, 739, 130, 746, 148, 653, 184
1274, 1498, 1356, 1495, 1357, 1520, 1275, 1524
776, 959, 831, 955, 832, 976, 778, 980
96, 287, 174, 283, 176, 303, 97, 308
189, 263, 256, 257, 257, 279, 190, 285
803, 1444, 900, 1435, 902, 1457, 805, 1465
143, 1212, 233, 1207, 235, 1234, 145, 1240
892, 1438, 986, 1440, 986, 1463, 892, 1461
1222, 612, 1316, 609, 1317, 635, 1223, 638
177, 1262, 255, 1260, 256, 1283, 178, 1285
179, 1434, 258, 1432, 259, 1453, 180, 1455
1008, 611, 1086, 615, 1085, 636, 1007, 632
1219, 1502, 1300, 1498, 1300, 1518, 1220, 1521
159, 1164, 239, 1162, 240, 1181, 159, 1183
981, 801, 1044, 795, 1046, 818, 983, 824
824, 1488, 879, 1494, 877, 1515, 822, 1509
1173, 826, 1236, 825, 1236, 847, 1174, 848
310, 1262, 372, 1263, 372, 1284, 310, 1283
1352, 663, 1415, 665, 1414, 689, 1351, 687
961, 1465, 1025, 1462, 1026, 1487, 962, 1490
171, 285, 239, 286, 239, 307, 170, 306
319, 1184, 389, 1187, 388, 1210, 318, 1207
1029, 85, 1099, 84, 1100, 107, 1030, 109
893, 1414, 971, 1411, 971, 1434, 894, 1437
118, 256, 210, 259, 209, 283, 117, 280
1170, 1396, 1235, 1392, 1236, 1414, 1171, 1418
1277, 777, 1351, 771, 1353, 796, 1279, 802
212, 1215, 301, 1209, 303, 1233, 214, 1238
1187, 1423, 1261, 1419, 1262, 1446, 1188, 1449
1168, 851, 1243, 849, 1244, 875, 1169, 877
1185, 664, 1246, 660, 1248, 683, 1186, 687
60, 458, 126, 455, 127, 480, 61, 482
1020, 111, 1102, 108, 1102, 131, 1021, 134
372, 139, 459, 137, 460, 161, 373, 163
278, 1236, 352, 1237, 352, 1261, 278, 1261
124, 236, 201, 234, 202, 255, 124, 257
985, 777, 1050, 771, 1052, 795, 987, 800
1179, 800, 1265, 801, 1265, 824, 1178, 823
766, 907, 825, 901, 828, 929, 770, 936
1329, 1451, 1381, 1448, 1382, 1470, 1330, 1474
1253, 664, 1304, 666, 1304, 686, 1252, 684
57, 283, 108, 284, 108, 308, 57, 306
